Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3q5IQnQzqTjXupHil4YM2D,"Puerto Rico","Atlantic Ballroom","Waldeck",2018-10-12,225360,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"электросвинг,ню-джаз,трип-хоп,даунтемпо,свинг","Dope Noir Records",0.827,0.499,7,-8.513,0,0.0348,0.509,0.833,0.0983,0.567,96,4
spotify:track:1ltOyEOcNdktLl5VhLCLX2,"On the Beach","On The Beach","Nick & Samantha;Chris Coco",2017-06-16,276134,39,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Chris Coco Music",0.847,0.282,6,-16.988,0,0.0696,0.505,0,0.359,0.857,118.008,4
spotify:track:2tFbx2iZW30AzyVEj76f6N,"Night Flight - Original","Night Flight (Lexx & Psychemagik Remixes)","Quintus Project",2011-11-04,463026,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Derwin Recordings",0.569,0.892,0,-7.502,0,0.0361,0.229,0.827,0.333,0.909,93.836,4
spotify:track:7JIXAHystY5aS8croKUJLw,"Surround Me","Deep Sunday Bliss","Lazy Hammock",2016-08-05,318000,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж","Diventa Music",0.667,0.47,9,-12.246,0,0.0352,0.569,0.158,0.101,0.378,99.981,4
spotify:track:3qW5AzWiAMEdLZzwpQFSSy,"Remando Al Viento - Café Del Mar Version","Diamonds of Lounge","Schwarz & Funk",2013-06-28,365313,35,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж","boxberglounge",0.755,0.446,1,-12.296,0,0.0333,0.705,0.904,0.0855,0.658,92.002,4
spotify:track:6jSEVIt3yZ0GM3WXI5y3r2,"Pablo IV","I Am Sick Of This Working Man's Coffee","Keppel Skies",2018-10-19,254608,31,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж","Epidemic Sound",0.859,0.687,3,-9.513,0,0.102,0.00375,0.902,0.143,0.426,115.001,4
spotify:track:5dm76zkX7PTt1dRBgiKOys,"Song For Udmurtia","Song For Udmurtia","Antenna",2020-02-28,394673,23,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско","Eskimo Recordings",0.621,0.773,9,-8.89,0,0.0377,0.027,0.768,0.138,0.687,104.985,4
spotify:track:11bRwS00EjFFALGz6VmksV,"Sunny","Sunny","Lounge Ibiza Cafè",2020-01-10,158412,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж","Southbeat Music",0.724,0.654,11,-6.588,0,0.0332,0.00186,0.43,0.132,0.0885,99.984,4
spotify:track:3JSu2EAVicE4BdtZ0KhANT,"Escape from You","Escape from You","Mo.Ca",2020-01-31,332000,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско","Southbeat Music",0.709,0.824,5,-7.223,0,0.327,0.145,0.0095,0.249,0.471,179.925,4
spotify:track:4SWTE38RT4U9nAsMWztDOX,"Swimming Places - Purple Disco Machine Re-Work","Glitterbox - Discotheque","Julien Jabre;Purple Disco Machine",2019-04-19,382161,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"диско-хаус,ню-диско,фанки-хаус,хаус","Glitterbox Recordings",0.829,0.743,8,-9.958,1,0.0565,0.00324,0.837,0.0295,0.745,122.006,4
spotify:track:6bIQva42FTf9wBkK57ijbd,"Breaking Blues","Breaking Blues","Miguel Migs",2017-11-10,372000,26,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"дип-хаус,фанки-хаус,ню-диско","SALTED MUSIC",0.868,0.801,2,-7.396,1,0.0451,0.0461,0.736,0.148,0.951,119.989,4
spotify:track:7mBinufWrjHokjKYLsda2j,"Badadaba","Dawn","TSHA;Marc TC",2018-08-10,236000,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","TSHA",0.652,0.829,5,-9.597,0,0.0534,0.0934,0.0552,0.144,0.576,120.037,4
spotify:track:3d8yOfm13SK2e82rUXgedV,"What Else","Something Else","Closed Paradise",2018-10-01,327500,13,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Lovedancing",0.713,0.671,2,-13.952,1,0.163,0.706,0.177,0.13,0.18,116.024,4
spotify:track:149DLE6bH2es5zWxCoKz3M,"Flint - Remix","Flint","Be Svendsen",2020-03-06,309409,15,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,даунтемпо,трайбал-хаус","Music For Dreams",0.768,0.635,9,-8.336,0,0.0284,0.0371,0.919,0.102,0.718,117.984,4
spotify:track:2pJIqgjM5Q50wPO1O9RQ5f,"Satisfy - Balearic Club Mix","Satisfy","Jjos;Manu López",2020-02-14,288000,8,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж","Contrasena Records S.L",0.822,0.694,0,-8.17,0,0.0439,0.26,0.718,0.0885,0.71,119.985,4
spotify:track:5YwtB1SIH5cQlrRVMz6DJz,"Sunrise Strategies","Low Season","Poolside",2020-02-07,427653,21,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско","Pacific Standard Records",0.539,0.624,10,-9.556,1,0.0397,0.472,0.94,0.147,0.265,90.005,4
spotify:track:4JjZPkNZB9LHgOw8GTe4jA,"Trust Me","Trust Me","Monoplay",2015-03-03,400835,36,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","NOPASSPORT",0.777,0.587,5,-9.39,0,0.0595,0.0132,0.799,0.113,0.642,96.996,4
spotify:track:2Kttdhq3NLmKcdccPMtQBv,"Camii","Cocay","Diane Richmond",2019-03-01,333285,34,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Etznab",0.784,0.736,0,-5.89,0,0.087,0.00279,0.862,0.0535,0.84,104.999,4
spotify:track:4jczbQWvjNpABOXLG4qDYy,"Wisteria","Wisteria","Fellini Félin",2014-09-01,355266,31,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"французский инди-поп","Delicieuse Records",0.659,0.714,7,-7.624,1,0.0297,0.0782,0.347,0.0603,0.271,122.025,4
spotify:track:5N1GHKkB7pSLlROojX7bi7,"Oddity feat. Olivera Stanimirov (Album Version)","Songs Of Lucid Dreamers","Zwicker",2009-04-24,261120,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Compost Records",0.839,0.598,4,-8.861,0,0.0439,0.0488,0.0865,0.129,0.67,118.003,4
spotify:track:3dLbbcCueBvblhsSqEbPyR,"Cabinda a Cunene (Estray Deep Root Remix)","Buddha Bar: Summer of Love (by Ravin)","Bana;Estray",2019-06-28,329093,16,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"кизомба,трайбал-хаус,organic house,даунтемпо","George V Records",0.754,0.579,0,-8.836,0,0.0472,0.00444,0.00023,0.105,0.612,96.996,4
spotify:track:4GWJj209NgdqwOwptmbPwP,"To Give","Pirates EP","Animal Trainer",2013-03-13,462697,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Katermukke",0.8,0.729,7,-8.577,0,0.033,0.000653,0.68,0.266,0.337,117.992,4
spotify:track:16Ar9zmdVyiuGaRO0aGvK4,"It's Summertime - Lindstrom & Prins Thomas Radio Edit","It's Summertime (Lindstrom & Prins Thomas Remixes)","Morcheeba;Lindstrøm & Prins Thomas;Prins Thomas;Lindstrøm",2018-08-24,238752,18,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"трип-хоп,даунтемпо,ню-диско,спейс-рок,электроника","Fly Agaric Records",0.71,0.686,7,-6.418,1,0.0289,0.0102,0.866,0.102,0.702,117.994,4
spotify:track:3wmBhPVUNbOZ7bI0r06oex,"Love You Still","Love You Still","Wolf + Lamb;Russoul",2018-02-14,430327,10,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"чикагский хаус","Wolf + Lamb Records",0.841,0.578,8,-7.053,1,0.043,0.0261,0.0321,0.0735,0.668,121.988,4
spotify:track:0zWPD9PyeRgnhuLqafRkmQ,"Paradis - Paradis reprise","Le meilleur d'Alain chamfort (Versions revisitees)","Alain Chamfort",2016-01-22,380933,31,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"французское варьете,французский поп,шансон","[PIAS] Le Label",0.673,0.734,1,-12.067,0,0.0491,0.00298,0.308,0.0755,0.464,125.042,4
spotify:track:24AE143jSKYG8KGFMfzMmo,"NYLA - La Felix Remix","NYLA (The Remixes)","Fancy Feelings;Anya Marina;La Felix",2020-03-27,228461,8,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско,французский хаус","BonFire Records",0.756,0.742,1,-6.276,1,0.069,0.324,0.000377,0.0311,0.611,104.006,4
spotify:track:27BKEj0l0Jn5bXk7ASRiAJ,"One Evening","One Evening","Blank & Jones;Zoe Durrant",2020-04-03,213533,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"транс,лаундж","Soundcolours",0.781,0.486,5,-9.999,0,0.0495,0.19,0.0352,0.0745,0.788,98.005,4
spotify:track:0LJXvMIseiOeWIZJkoTQd5,"Dystopia (Inspired by 'The Outlaw Ocean' a Book by Ian Urbina)","Dystopia (Inspired by 'The Outlaw Ocean' a Book by Ian Urbina)","Ash;Ian Urbina",2020-04-03,306571,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"мелодичное техно","Synesthesia Media",0.548,0.783,9,-8.198,0,0.0375,0.0336,0.928,0.115,0.142,104.977,4
spotify:track:27nOroYt4vDSPEXIZle3BS,"Whistleman - Edit","Whistleman EP","Bedouin",2020-03-27,271307,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,трайбал-хаус,мелодичный хаус","Human By Default",0.766,0.758,1,-11.334,1,0.0495,0.0322,0.851,0.109,0.296,115.012,4
spotify:track:6RTbaJ1qPp6Jjy4OFuwid1,"I'm With It","I'm With It","Satin Jackets;Metaxas",2020-03-20,235499,21,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско","Eskimo Recordings",0.61,0.792,7,-6.746,1,0.0281,0.00418,0.00084,0.378,0.609,106.985,4
spotify:track:5SbMeZPbj6uOai7w9hVvir,"Diamond Dust","A Picture of Time","dvine",2020-03-06,222295,30,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Epidemic Sound",0.638,0.869,4,-6.865,0,0.0335,0.00583,0.848,0.537,0.23,122.001,4
spotify:track:4GyYwfP2JOZxTpzoObnUJb,"I Want Jesus to Walk with Me","Harvest","The Grus",2016-11-01,211198,3,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"трип-хоп","The Grus Records",0.686,0.306,1,-15.582,1,0.0385,0.122,0.122,0.101,0.13,150.076,4
spotify:track:62gc3kYurtnU7t2ES8BHcF,"Pick Up - 12'' Extended Disco Version [Mixed]","Defected Radio Episode 132 (hosted by Sam Divine)","DJ Koze",2018-12-07,220722,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Defected Records",0.701,0.755,6,-6.365,1,0.101,0.0000316,0.498,0.171,0.382,123.966,4
spotify:track:5bFeAXqwR9hJuMNTBNwosh,"How We Chill","How We Chill","Artenvielfalt",2014-09-01,382641,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","OFF Spin",0.788,0.458,11,-8.059,1,0.0992,0.129,0.247,0.117,0.682,117.975,4
spotify:track:7CSeOtoMrvCbkRiZcwMlNc,"Rising Star","Astronote EP","Bnj",2019-03-01,230098,50,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Black Jack Records",0.875,0.684,1,-6.792,1,0.0481,0.00462,0.667,0.0761,0.693,121.005,4
spotify:track:7AwjJwmUw1pTd43fWNdPvZ,"Give You Up - Summer Vibe Mix","Give You Up (with Emma Brammer) - Single","RunSQ;Emma Brammer",2017-06-09,376992,33,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско,лаундж","Soundcolours",0.768,0.532,4,-11.22,0,0.0533,0.0136,0.333,0.125,0.323,113.009,4
spotify:track:3o9H1a1FtwDLjje3S9LCPD,"Ancora Ancora Ancora - Severino & Nico De Ceglia Remix","Mi Senti Remixed","Róisín Murphy;Severino;Nico de Ceglia",2014-07-07,384854,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"арт-поп,электропоп,шлягеры","The Vinyl Factory",0.724,0.64,11,-7.568,0,0.0435,0.000938,0.115,0.301,0.556,102.709,4
spotify:track:13XjDrWT9cy3mqZ1AB33gA,"Postwar","General Tales of Ordinary Madness","Oceanvs Orientalis;İdil Meşe",2017-11-02,384986,32,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,даунтемпо,трайбал-хаус","Kanto Records",0.671,0.656,10,-12.536,0,0.0416,0.044,0.722,0.102,0.213,113.006,4
spotify:track:3GldhZcVDjWbyHg5ffADBr,"Sister - Original Mix","Beware Of Fake Gurus","Deep Dive Corp.",2002,456986,25,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Scuba Music",0.834,0.557,7,-10.732,1,0.0384,0.025,0.0986,0.0903,0.82,110.012,4
spotify:track:3DEhL6uhozjjRM5MYTtdqf,"Gypsy Lover (Soul Mix)","Best Grooves","Ministry Of Funk",2017-11-24,207272,49,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"фанки-хаус,диско-хаус,ню-диско","South American Grooves",0.81,0.895,9,-5.707,0,0.0331,0.0606,0.00271,0.0768,0.983,125.001,4
spotify:track:59pIv05QamXtqAI8IDqHpF,"Stuck In Your Love","Pieces Of Me","Black Coffee;Azola",2015-09-04,425733,29,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"афро-хаус,афротек,хаус","Universal Music (Pty) Ltd.",0.725,0.703,4,-8.779,0,0.0438,0.00722,0.384,0.0249,0.725,123.041,4
spotify:track:5N3S5wV7AlL0xBSDR7JIi7,"Sun Is Shining - Pole Folder & Jose Maria Ramon Rework","Sun Is Shining (15th Anniversary) (Remixes)","Funkstar De Luxe",2014-11-17,367500,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","disco:wax",0.806,0.429,4,-7.239,0,0.0512,0.00653,0.298,0.0669,0.665,117.014,4
spotify:track:0CHCkGgSz7WWQKUjqtUm2C,"Icare - Yuksek Remix","Icare","Yuksek;Bertrand Burgalat",2018-03-09,342087,35,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско,французский хаус,французский инди-поп,диско-хаус,фанки-хаус,инди-дэнс,французский поп","Partyfine",0.795,0.859,6,-6.75,1,0.0492,0.0328,0.856,0.0799,0.792,117.995,4
spotify:track:147xJ7lJOrjtrXHcK4plCO,"Don't Turn It Off (feat. Qzen)","Don't Turn It Off","40 Thieves",2008-04-11,278133,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско","Permanent Vacation",0.955,0.477,9,-8.381,1,0.145,0.0182,0.662,0.0987,0.741,116.997,4
spotify:track:0nnEXR9VTGbEdXsBUd1VzO,"Our Love","Relax Edition 11","Blank & Jones;Emma Brammer",2018-08-03,190077,38,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"транс,лаундж","Soundcolours",0.749,0.692,11,-7.7,0,0.0818,0.151,0.0302,0.26,0.679,113.991,4
spotify:track:33cYlJLrePD0Kb6EDWdU13,"Away","Phara Oh Away","Dole & Kom",2014-03-31,428089,32,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"трайбал-хаус,organic house","3000° Grad",0.868,0.622,7,-9.007,1,0.056,0.0164,0.867,0.0969,0.229,119.991,4
spotify:track:2AJ7g4oBnXsId1q7cQZS0m,"Portofino - Original mix","Portofino","Andre Rizo;Giorgio Kampo",2017-10-31,289227,42,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"трайбал-хаус","ARMProduction",0.848,0.615,8,-6.595,0,0.0687,0.00154,0.654,0.115,0.917,121.991,4
spotify:track:546735gnmAwZMsnekU9inp,"La Ritournelle","Pete Tong Ibiza Classics","Pete Tong;The Heritage Orchestra;Jules Buckley;Will Heard",2017-12-01,197106,43,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"мелодичное техно","UMC (Universal Music Catalogue)",0.528,0.837,0,-6.139,0,0.0304,0.0243,0.0182,0.406,0.293,102.945,4
spotify:track:58neCX95wEf8B7KT8Cy0RA,"No Mantra - Original Mix","La Dorada","Tibi Dabo",2018-08-17,458709,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"lo-fi-хаус,organic house,джаз-хаус","Rebellion",0.685,0.744,5,-8.515,1,0.0472,0.00376,0.838,0.102,0.587,123.983,4
spotify:track:5YY2jcQKCBlibEl1cF3RTF,"Roundtrip - Original Mix","Ballonpost - EP","Emil Berliner",2013-09-30,340687,17,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","My Best Friend / MBF LTD",0.884,0.425,9,-10.251,0,0.187,0.259,0.754,0.65,0.501,112.031,4
spotify:track:45ueaBF3PKVpDI4h04r4yk,"Pink & Orange Sky","In Between Worlds","Satori;Miou Amadée",2015-03-06,369146,38,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,трайбал-хаус,даунтемпо","Underyourskin Records",0.703,0.421,5,-16.18,0,0.0588,0.333,0.708,0.647,0.236,118.005,4
spotify:track:4X864m4tHKfMyfPUzJzqqd,"Five Minutes - Zimmer Remix","Five Minutes (Remixes)","Her;Zimmer",2017-01-13,342105,26,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"французский инди-поп,ню-диско","Universal Music Division Virgin Records",0.659,0.8,10,-7.489,0,0.0346,0.0000821,0.532,0.201,0.0497,114.001,4
spotify:track:4gpJ9F8sGBpd312GRGtSu5,"Seaside","La Vela EP","Cassara",2015-06-26,372000,23,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско,французский хаус,инди-дэнс","Soundcolours",0.803,0.527,0,-10.413,1,0.198,0.141,0.248,0.114,0.541,110.98,4
spotify:track:6id0XmQgoipOQkATkqxrJJ,"Easier","Easier","Weval",2014-11-24,327681,45,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Kompakt",0.666,0.519,9,-10.312,0,0.0346,0.327,0.871,0.0915,0.229,123.006,4
spotify:track:6nuIqaoqhuiUk028XzvQJG,"Tropic of Capricorn","Tropic of Capricorn","OMA;Amberflame",2016-05-13,474500,24,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","claremont 56",0.696,0.464,0,-10.41,1,0.0393,0.308,0.908,0.0723,0.661,80.008,4
spotify:track:1nVDMoiplvSMq9u65EPep6,"Radio","Radio","Rodriguez Jr.;Liset Alea;RJLA",2018-08-03,308732,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"мелодичный хаус,мелодичное техно,минимал-техно,дип-хаус,organic house","Mobilee Records",0.686,0.771,7,-8.591,1,0.0412,0.00412,0.094,0.113,0.386,124.002,4
spotify:track:2N5nLrSKC1iM87U6Srhvb2,"Satisfied - Ambient Reprise","Satisfied","Catching Flies",2018-11-09,195959,20,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"даунтемпо","Indigo Soul",0.386,0.304,4,-12.215,0,0.0531,0.892,0.749,0.102,0.057,122.001,4
spotify:track:4itZtZUPOT2WkXO6vpeYqD,"Eternal Soul - Original Mix","Eternal Soul","Hraach",2015-11-30,357947,44,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,трайбал-хаус,даунтемпо,дип-хаус","The Purr",0.809,0.624,10,-11.129,0,0.0514,0.488,0.895,0.0887,0.34,115.004,4
spotify:track:4IifWNHMtogUnA7tpOQjqy,"Lush Dance","Lush Dance","ALAMPA",2019-10-09,270200,41,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Armada Chill",0.759,0.437,6,-14.425,1,0.116,0.533,0.354,0.158,0.175,110.003,4
spotify:track:70tXhax9yWs1eFfT81TOmt,"Born and Raised - Be Svendsen Remix","Day Tales","Mira (Berlin);Nico Stojan;Be Svendsen",2018-12-19,453052,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,даунтемпо,трайбал-хаус","Sweet Music",0.831,0.579,1,-9.345,1,0.0927,0.082,0.822,0.0764,0.394,120.012,4
spotify:track:7atkiJqMXDjcrP6y5xPXmJ,"Sweet Life","Sweet Life","Rick Wade",2014-03-02,306049,42,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"джаз-хаус,lo-fi-хаус,диско-хаус,чикагский хаус","Fina (2020)",0.802,0.376,2,-10.31,0,0.082,0.00389,0.888,0.0613,0.834,109.988,4
spotify:track:4bzWNPOB16sEuhuwfOLnu3,"Slowdive: Sugar for the Pill (Recable Remix)","Slowdive: Sugar for the Pill (Recable Remix)","Recable",2018-05-05,287784,38,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Recable",0.609,0.364,4,-13.833,0,0.079,0.352,0.899,0.0899,0.338,97.998,4
spotify:track:0K97kFJAso4N4bZvH6S21Y,"Feel Like Makin' Love - Cassara Summer Mix","Feel Like Makin' Love","Blank & Jones;Zoe Durrant;Cassara",2020-04-17,229128,13,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"транс,лаундж,ню-диско,французский хаус,инди-дэнс","Soundcolours",0.745,0.498,3,-13.146,1,0.0575,0.365,0.000615,0.127,0.562,110.018,4
spotify:track:0eM3AxAGhe3EsK09Szfneh,"Smoke & Chill - Instrumental","Smoke & Chill","Living Room",2020-04-17,182117,1,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"lo-fi-хип-хоп,lo-fi,lo-fi-ритмы","GOODMOODMUSIC",0.783,0.337,2,-14.877,0,0.177,0.221,0.835,0.111,0.814,169.994,4
spotify:track:6UT8wM6i73ln3Ri7bftDd0,"Sky Is the Limit - Beach House Mix Radio Cut","Sky Is the Limit (Beach House Mix)","Schwarz & Funk",2020-04-17,179995,4,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж","boxberglounge",0.856,0.417,9,-9.451,0,0.0635,0.0849,0.71,0.132,0.935,120.984,4
spotify:track:7kDvkdFRU2XpgglkZbhWuy,"Angles - Remastered","The Latin Lounge Sessions","Schwarz & Funk",2020-04-03,408546,2,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж","boxberglounge",0.563,0.948,4,-12.379,0,0.0358,0.126,0.868,0.101,0.44,91.981,4
spotify:track:4iTB9qsuexHna69SbgntS5,"I've Seen ...","I've Seen ...","Dzihan & Kamien",2018-09-21,217985,18,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-джаз,эйсид-джаз,даунтемпо,трип-хоп,лаундж","Couch Records",0.522,0.915,2,-7.415,0,0.0353,0.0162,0.899,0.207,0.305,121.978,4
spotify:track:6sqZOJQa9pWgVXdlYZQtoZ,"Light","Light","Ash",2020-04-24,328888,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Ash",0.614,0.722,4,-9.693,0,0.0298,0.525,0.892,0.201,0.0381,107.994,4
spotify:track:1gyDGfFRwdFMphHL9eGIzt,"Granatum","Granatum","Sako Isoyan",2020-04-24,360711,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"дип-хаус,хаус","ISOFORMANCE",0.833,0.511,10,-8.569,0,0.0653,0.0094,0.735,0.111,0.0796,118.001,4
spotify:track:6RrsjdjD1ZRed4pvKjSf2A,"Pourquoi Pourquoi - Lazare Hoche Remix","Buddha Bar Beach : Barcelona","Corine",2017-07-07,222120,1,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"французский инди-поп,итало-диско,французский поп,французский хаус","George V Records",0.68,0.566,7,-8.547,1,0.0415,0.0234,0.000148,0.132,0.699,121.019,4
spotify:track:42YStFZisN7OLfdEatf8w3,"Dumb Love","Dumb Love","NEIL FRANCES",2017-04-28,282728,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"инди-соул","NEIL FRANCES",0.736,0.872,5,-5.029,0,0.0558,0.211,0.06,0.287,0.689,118.013,4
spotify:track:6MKKPQjpfFxQdbnzM384eK,"Heartbreaker","When We On","Crazy P",2011-09-18,326809,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско,диско-хаус,фанки-хаус","2020Vision",0.896,0.765,3,-7.335,0,0.0419,0.153,0.635,0.114,0.657,120.003,4
spotify:track:4Gyx7Nq6WySuaY6aE8aT8t,"Music Is The Answer","Electric Lines (Bonus Edition)","Joe Goddard;SLO",2017-12-15,298578,42,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"инди-соул","Domino Recording Co",0.665,0.652,7,-10.667,0,0.031,0.0695,0.000857,0.245,0.438,115.057,4
spotify:track:3w1SfMuLxdJVTmbQat3z8C,"Disco Cassette","Disco Cassette","Blank & Jones",2020-05-01,173541,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"транс,лаундж","Soundcolours",0.799,0.626,9,-7.638,0,0.0399,0.0271,0.577,0.104,0.466,113.986,4
spotify:track:549kPVZF3kuIBu91ZxqZlz,"Lost on the People","Lost on the People","Rosa Ama;David Harks;Vhyce",2020-04-29,208746,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско,инди-дэнс,итало-диско","Casablanca Sunset Records",0.734,0.74,8,-7.943,1,0.0336,0.174,0.00847,0.118,0.644,121.991,4
spotify:track:4hQ5pkHlpn4cz0HXLIK3BR,"Do What Feels Good - Edit","Keep Dancin'","Dave Mayer",2019-11-28,277474,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"дип-хаус,трайбал-хаус","Bobbin Head Music",0.757,0.678,9,-5.667,0,0.0384,0.00157,0.591,0.0662,0.44,120.011,4
