Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5elSi9jXBz24coShDKgpBz,"Dry Eyes","Strangers in Dub (Bert Kaempfert meets De-Phazz)","De-Phazz",2018-11-16,225279,24,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-джаз,эйсид-джаз,даунтемпо,лаундж,трип-хоп","Silver Spot",0.709,0.415,1,-13.142,1,0.028,0.169,0.939,0.11,0.441,100.451,3
spotify:track:3OBwh3Y2RJK0hMf5dQ46MU,"Anima","Badapapapaa Reloaded","Angela Puxi",2016-04-22,360000,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","4MPO",0.658,0.256,8,-16.937,1,0.06,0.626,0.799,0.284,0.297,164.019,4
spotify:track:1yYQYkt1UGP7ZkD4rJoDzo,"Not the End","Seven","Lemongrass;Jane Maximova",2019-05-10,291031,5,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"даунтемпо,лаундж,ню-джаз,трип-хоп","Lemongrassmusic",0.566,0.394,1,-10.493,0,0.0631,0.364,0.882,0.0995,0.0743,179.897,4
spotify:track:34OAC4EyfCsDP63DPD1VvD,"Shores","Shores","Ash;Moonessa",2019-05-10,212307,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Ash",0.714,0.522,5,-7.757,0,0.0247,0.513,0.194,0.0868,0.269,104.002,4
spotify:track:0xJ2KATOUq8Se4Lz3FrLs0,"You & I","You & I","Christophe Goze",2019-04-29,289199,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"смус-джаз,лаундж","Goze Limited",0.734,0.443,0,-11.789,0,0.0475,0.881,0.914,0.107,0.799,80.016,4
spotify:track:0ChWJz4t3KBaf4nTm3Du7i,"It's Just love","Someday","Henrik Villard",2019-05-03,396516,25,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"lo-fi-хаус,джаз-хаус,дип-хаус","Tooman Records",0.963,0.69,5,-9.319,0,0.344,0.215,0.00000142,0.196,0.9,120.984,4
spotify:track:50bmrXsCZ34rgfEXwIv14w,"Go with the Flow","Spiral","Weathertunes",2019-05-03,252000,1,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж,даунтемпо","Lemongrassmusic",0.545,0.548,1,-10.277,0,0.0375,0.9,0.872,0.102,0.646,159.999,4
spotify:track:6fDZDac4GnC3s8YEnU4U77,"Still Not Forgotten","Solar Nights","Satin Jackets",2019-04-26,295693,24,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско","Eskimo Recordings",0.731,0.806,5,-7.539,0,0.0429,0.0123,0.804,0.101,0.65,105.002,4
spotify:track:6G8pwiYNno6fe6pP2pG8r1,"Grown Minds - KLar & PF Remix","Grown Minds","Blank & Jones;KLar & PF",2019-05-24,217400,8,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"транс,лаундж,ню-диско,фанки-хаус","Soundcolours",0.769,0.409,1,-11.051,1,0.042,0.276,0.0102,0.0916,0.837,99.977,4
spotify:track:0EA3KTYIkYPZjZyL24igl5,"Spring Equinox","Spring Equinox","The Sura Quintet",2019-04-22,349565,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж","Stereoheaven",0.697,0.652,9,-7.979,0,0.0382,0.25,0.873,0.113,0.852,91.982,4
spotify:track:4mjKuMsPQnz5UJlhYM9Zou,"Mon Repos","Invisible Senses","Babak",2016-03-04,408000,30,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско,джаз-фанк","Neovinyl Recordings",0.817,0.66,2,-7.581,0,0.115,0.00767,0.864,0.131,0.522,116.009,4
spotify:track:0cCq4SRFn1bygsPMZu22wM,"Forbidden Love","Spacious","Minus 8;Billie",2017-08-18,286235,32,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-джаз,эйсид-джаз,трип-хоп,лаундж,даунтемпо","Mole Listening Pearls",0.71,0.766,5,-8.351,0,0.0582,0.0411,0.00218,0.115,0.587,111.424,4
spotify:track:2jId9m3TzwVC2zpifeXJyG,"Northern Lights - Antenna Remix","Northern Lights (Antenna Remix)","Satin Jackets;David Harks;Antenna",2019-06-07,339724,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско","Eskimo Recordings",0.708,0.754,10,-8.397,1,0.0407,0.0023,0.746,0.268,0.634,111.003,4
spotify:track:6WFSdxIXe8Do8N4jaKsmyS,"Speck of Gold (Mashti Remix)","Everything is Now","Afterlife;Cathy Battistessa;Mashti",2019-06-07,323515,3,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж,даунтемпо,суфи","Subatomic UK",0.789,0.466,4,-12.313,0,0.156,0.552,0.0494,0.11,0.234,174.035,4
spotify:track:6pdnlKAde9GmHryfvsxhhO,"Lovers Left Alone","Lovers Left Alone","Kariyan;Eléonore Fourniau",2019-05-15,368613,36,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,даунтемпо","1287355 Records DK",0.719,0.452,5,-12.293,0,0.0455,0.547,0.588,0.37,0.211,99.016,4
spotify:track:5ByJdjVPYDyA0AxuSTeooL,"The Magic Of You","Paper Cuts #1","Ralph Myerz",2012-06-11,282109,24,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Paper Recordings",0.73,0.529,11,-10.691,0,0.0603,0.00233,0.324,0.253,0.876,91.003,4
spotify:track:4z7N3LUchksm6yMrH2XHA4,"Familiär","Citizen of Glass","Agnes Obel",2016-10-21,235988,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Play It Again Sam",0.554,0.414,4,-12.288,1,0.0313,0.921,0.0149,0.108,0.229,137.355,4
spotify:track:2ojgRKZJ1oRREcNQIYVnX4,"K.I.S.S.E.S","Best of Deluxe Edition","Bent",2022-01-21,315346,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"трип-хоп,даунтемпо","Godlike & Electric Entertainment LLC",0.625,0.8,1,-8.161,1,0.0458,0.00556,0.386,0.0751,0.467,107.258,4
spotify:track:2KOhqLZOyhAPXF3b97iaoZ,"Lampadaire","Fort Bellefleur","Folamour",2016-07-29,417398,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"джаз-хаус,lo-fi-хаус,диско-хаус,фанки-хаус","Noire & Blanche",0.855,0.367,11,-15.458,0,0.134,0.342,0.786,0.204,0.386,115.016,4
spotify:track:5JZQt0cwK3wVboy46Heaox,"Universal Unfolding - Original Mix","finca a.m. - Electronica Balear","Oversoul;Gram'ma Funk",2011-03-25,342533,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"фанки-хаус,ню-диско","OMMS Ibiza",0.606,0.471,2,-10.882,0,0.0359,0.841,0.684,0.149,0.652,169.998,4
spotify:track:6USokOqYd8YPJcRRsQblkK,"There Will Always Be This Love","Permanent Vacation X (10 Years Label Anniversary)","New Jackson;Margie Jean Lewis",2017-09-01,373892,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Permanent Vacation",0.768,0.628,0,-12.994,1,0.0414,0.00497,0.829,0.098,0.714,119.508,4
spotify:track:3eWfM11LyOKKQM0469rXmz,"Te Faz Bem","Deixa a Música Tocar","Sha & Copenema",2019-05-10,338955,16,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Music For Dreams",0.625,0.848,11,-6.455,0,0.0417,0.00289,0.408,0.128,0.577,102.009,4
spotify:track:5EaiT0XYWDUVi8AQay4aYO,"Why Can't We Live Together","Turntables on the Hudson Lunar New Year 4707","Nickodemus;Osiris;Petra Phillipson",2009-03-17,470000,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Wonderwheel Recordings",0.833,0.64,0,-6.827,0,0.0431,0.603,0.701,0.108,0.868,96.5,4
spotify:track:3K4BfZoYT8OApdYT9vr0F0,"All Right","The Garden","Llorca;Georg Levin",2017-04-07,315440,19,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-джаз,эйсид-джаз,джаз-хаус","MustHave / Membran",0.793,0.493,8,-10.641,0,0.0647,0.404,0.000402,0.117,0.427,80.988,4
spotify:track:5Ijd2IahHWQJntdjb58sZ0,"Aphorism - Original Mix","The Best of Rick Sanders","Rick Sanders",2019-04-26,401803,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Smiley Fingers",0.814,0.639,9,-7.127,0,0.0448,0.132,0.734,0.0452,0.63,121.979,4
spotify:track:43BXn7vpar4DV81gDA4Ie6,"And The Sea (Blue Motel Remix)","And The Sea","Poolside;Blue Motel",2016-07-22,288000,18,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско","Poolside",0.652,0.724,0,-8.531,0,0.0312,0.0127,0.539,0.201,0.0762,110.003,4
spotify:track:46bI8khv4cqpom1kJbdnq1,"Hero","Hero","Christophe Goze;Cathy Battistessa",2019-06-25,260171,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"смус-джаз,лаундж","Goze Limited",0.468,0.373,1,-15.13,0,0.105,0.65,0.021,0.0897,0.156,179.868,3
spotify:track:5Yi2PU5kHGAR2x5vY893Tm,"The Birds & The Bees - Living Room Adrian's Sax Pleasure","The Liquid Jazz Session","Living Room;Adrian Planitz",2019-06-21,140000,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"lo-fi-хип-хоп,lo-fi,lo-fi-ритмы,джазовые ритмы","GMM",0.676,0.469,9,-12.513,0,0.0553,0.887,0.773,0.121,0.409,80.007,4
spotify:track:1pzrZniactbfTF75iCAh4m,"Alma Loca","Jazzing Rebuilding","Jazzmake",2019-06-22,165047,27,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"джаз-хаус,лаундж,эйсид-джаз","Monofonica",0.741,0.643,5,-10.347,0,0.0436,0.0749,0.867,0.138,0.665,123.983,4
spotify:track:1gbp9stxDzt1ModSjyNBCe,"Error 404 - JVNO Remix","Error 404 (JVNO Remix)","L'Impératrice;JVNO",2019-06-20,197406,16,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"французский инди-поп,французский хаус,французский поп","microqlima",0.675,0.65,6,-9.236,1,0.0323,0.0183,0.0689,0.108,0.86,102.019,4
spotify:track:6PPwU9uI9Tt7KJUQliNdfM,"Dans La Peau","Dans La Peau","Ash;Amelie Martinez",2019-06-21,228000,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Ash",0.614,0.478,7,-9.052,0,0.0664,0.419,0.00015,0.113,0.206,89.927,4
spotify:track:7GvdslBslLA8K78hyXTexr,"Feel Like Makin' Love - Cassara Remix","Feel Like Makin' Love (Cassara Remix)","Blank & Jones;Zoe Dee;Cassara",2019-06-14,299109,27,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"транс,лаундж,ню-диско,французский хаус,инди-дэнс","Soundcolours",0.745,0.471,3,-13.585,1,0.055,0.174,0.000702,0.0747,0.468,110.018,4
spotify:track:0Lo727CpXZlKa6oxAvublV,"I Wanna Know - Afterlife Remix","I Wanna Know (Afterlife Remix)","Mashti;Afterlife",2019-06-14,369747,2,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"суфи,лаундж,даунтемпо","Refeelable Records",0.514,0.523,7,-13.518,0,0.0332,0.00527,0.857,0.107,0.659,94.035,4
spotify:track:7hMiiyAiGYTTj2Q04U0cP8,"De la Vida","De la Vida","Iorie",2019-06-14,458861,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"даунтемпо,organic house","Serafin Audio Imprint",0.719,0.759,0,-8.414,0,0.0396,0.0882,0.635,0.13,0.497,101.995,4
spotify:track:4fQewx3TWzldEKuTOGdXop,"Pororoca - Radio Edit","Gager","Dandara;Anissa Damali",2019-06-14,226815,31,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,даунтемпо,трайбал-хаус","Acker Records",0.831,0.656,2,-10.185,1,0.0919,0.0403,0.769,0.098,0.139,106.991,4
spotify:track:75GCEMQoa8SivPBXiokmNH,"La Darse (Instrumental)","La Darse","Digby Jones;Ben Gidsjoy",2019-06-14,181108,1,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж","Sublime Music",0.832,0.828,4,-7.335,1,0.226,0.189,0.631,0.345,0.601,89.998,4
spotify:track:37C3nnnuBQedZzLdqcHEmi,"Wake Me Up","Summer Nights In Barcelona, Vol. 2 (Warm Summer Days, Refreshing Drinks And The Latest Deep House Tunes To Set You In The Right Mood)","Monodeluxe",2019-06-18,350250,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж,джаз-хаус,ню-джаз,эйсид-джаз","Karmalounge 18",0.871,0.472,1,-15.105,0,0.0936,0.000656,0.833,0.0551,0.672,122.052,4
spotify:track:5cTe6Jbhl3TLTccReaGm2p,"Dyl 2k19 - Radio Edit","Dyl 2k19 (Radio Edit)","Momo Khani;Meindel",2019-01-04,220080,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house","Vivifier Records",0.693,0.645,4,-8.999,0,0.0396,0.00154,0.139,0.113,0.132,115.994,4
spotify:track:5qnKBWnpKUfUXKrhWXfBEc,"Albatros - Radio Version","Stefano Maschio Radio Collection","Stefano Maschio",2017-12-08,148529,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","iM Electronica",0.803,0.75,8,-8.843,1,0.049,0.00263,0.889,0.092,0.719,119.999,4
spotify:track:79cpfNQBB2j8QUTBrKKT4u,"Latina","Latina","Electropic",2019-06-01,192000,9,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Indiegena",0.816,0.717,11,-11.552,0,0.0669,0.0000248,0.727,0.061,0.968,120.022,4
spotify:track:7jONoiyFISdmZT2zneg6sY,"Violet Breeze","Surf The Orange Water","Giants' Nest",2019-03-15,189880,40,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж","Epidemic Sound",0.715,0.762,7,-9.794,1,0.0422,0.213,0.91,0.204,0.795,99.99,4
spotify:track:7MeKNwL8py3qTNuMgCZwyD,"REFLEXIONS","Mockingbird","Afterlife & Pete Gooding Present No Logo",2018-08-03,368871,11,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Subatomic UK",0.675,0.629,10,-13.066,0,0.0322,0.149,0.933,0.26,0.259,109.978,4
spotify:track:1rPg1Q0C9sgss0qEBHYKnU,"Stranded","Stranded","Chris Le Blanc",2016-10-07,309413,40,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж","Karmaloft Music",0.626,0.663,5,-7.921,0,0.0304,0.0102,0.788,0.154,0.366,110.021,4
spotify:track:3Sw2K4nvRRZr1v6jCp2y5l,"Lounge Whispers - Cool Groove Mix","Cityscapes","Soundset City",2017-03-24,222857,33,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж,джаз-хаус","Freebeat Music Records",0.689,0.658,7,-8.438,1,0.0298,0.0868,0.405,0.209,0.252,104.993,4
spotify:track:0F0Pz4UsBDT6ss5nbE5ZFx,"Vous Dansez","Dig & Edit 2","Kza",2014-03-10,353906,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Endless Flight",0.484,0.693,0,-9.089,0,0.0264,0.0111,0.932,0.222,0.827,88.002,4
spotify:track:5wpDNdpiopIbqni1tO1uIn,"Snowdance","Moonlight","Vanilla",2017-01-23,285314,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"lo-fi-ритмы","VinDig",0.645,0.415,8,-13.463,0,0.033,0.44,0.614,0.0836,0.386,90.003,4
spotify:track:0HvFpRwNahGDdkDLfKkTQ8,"Pale","Electrified Emotions","Roberto Sol;Sunyata Project;Gladys",2013-10-11,298266,42,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж,дангдут","Karmaloft Music",0.776,0.638,2,-7.697,1,0.0367,0.0666,0.000265,0.145,0.704,95.008,4
spotify:track:76whsfsRltpeV9XoCt5OxW,"Rancho Mirage","Rancho Mirage","RunSQ",2019-04-26,192280,34,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско","Soundcolours",0.666,0.67,9,-10.156,0,0.0383,0.00226,0.704,0.101,0.639,101.996,4
spotify:track:4fgG4cAsnePrH19wQegZbT,"Everlasting","Island Memories","Jjos;Manu López",2019-05-24,306888,31,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж","Contrasena Records S.L",0.643,0.484,7,-9.812,1,0.0288,0.055,0.885,0.0986,0.224,90.011,4
spotify:track:6CQP1dHBCsyVm5G0gYCSz5,"Monde inversé","L'Ile Noire","Rouge Congo",2018-11-02,239453,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"французский инди-поп,французский поп","Spinnup",0.722,0.668,9,-7.595,0,0.0492,0.436,0.0000755,0.143,0.67,102.001,4
spotify:track:4ZLGiUeihGYkslFgvuMEiJ,"Deep Danger - Pure Mix","Loud City","Junk Collective",2019-04-05,140759,1,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"джаз-хаус,лаундж","Cleverland",0.752,0.657,1,-7.847,1,0.116,0.301,0.166,0.111,0.663,117.988,4
spotify:track:1UrfyvvUo9N9pjmv1zX6Ul,"What I Need","What I Need","Mika Olson;Jermaine Fleur",2016-05-09,455094,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Ready Mix Records",0.806,0.522,8,-12.534,0,0.0516,0.0529,0.0745,0.103,0.0541,105.999,4
spotify:track:2BQVDhDYfNdhBhh24qTZIF,"Unknown","Buddha Bar Beach : Barcelona","Stefan Reh;Kara",2017-07-07,256853,2,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","George V Records",0.844,0.646,0,-9.042,0,0.0379,0.0817,0.215,0.167,0.626,120.997,4
spotify:track:4iQersi0WHN6jdIyUsbdaG,"Last Sunset, Last Goodbye","Vertigo","BLOW",2018-06-08,395999,35,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Columbia",0.614,0.842,7,-7.602,1,0.0646,0.0845,0.735,0.0689,0.146,120.017,4
spotify:track:0gR354ZiSY3vY84XirF1Ug,"Rhodes Royce","Throwing Stones In Placid Pools","Plastyc Buddha",2001,329493,41,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж,даунтемпо","Life Enhancing Audio",0.586,0.781,2,-10.449,0,0.0294,0.0442,0.913,0.117,0.701,109.991,4
spotify:track:7flGEsCTBNG5jf20NtHKCf,"Lonely Dance","Midnight in a Perfect World","Christos Fourkis",2013-07-26,240405,42,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"трайбал-хаус,афротек","Karmaloft Music",0.649,0.6,11,-11.896,0,0.0392,0.0216,0.862,0.0936,0.476,90.002,4
spotify:track:2fQv1XI0BMqtJv35UYEgWf,"Zebra","Erased Tapes 1+1=X","Kiasmos;Högni",2018-06-29,223338,31,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Erased Tapes",0.69,0.668,7,-12.159,1,0.0537,0.32,0.303,0.108,0.0952,119.927,4
spotify:track:0Bf4dVUJEkMiQvfTScOrYd,"Argonaut","A Louder Silence","Leifur James",2018-10-05,468162,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"экспериментальный джаз","Night Time Stories",0.713,0.477,5,-12.364,0,0.0333,0.0605,0.869,0.0723,0.19,104.997,4
spotify:track:1zHiIBSqfvaRMZyANghXCx,"Nothing Is Real - Radio Edit","Nothing Is Real","Joe Manina;Alex Tone;Joan Westgate",2015-03-23,225000,18,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Blast Records",0.665,0.8,8,-7.768,1,0.0405,0.000446,0.677,0.267,0.165,122.013,4
spotify:track:1qzOaUlljUwB73NHNcFbkG,"Shanti","Mantra","Jean du Voyage;Djéla;Pierre Harmegnies",2016-10-21,212058,42,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Jarring Effects",0.764,0.309,5,-12.341,0,0.0503,0.607,0.128,0.162,0.0882,119.978,4
spotify:track:5DcEp386xXrTFGWdShTulO,"Secret Hideaway","Secret Hideaway","Blank & Jones;Jan Loechel",2019-07-19,213527,19,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"транс,лаундж","Soundcolours",0.777,0.54,7,-10.581,0,0.0417,0.129,0.0526,0.11,0.729,114.006,4
spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,"How Do You Sleep?","How Do You Sleep?","Sam Smith",2019-07-19,202204,66,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"софт-поп","PLG - Capitol",0.561,0.682,1,-4.931,0,0.0856,0.153,0,0.0763,0.359,165.944,4
spotify:track:7c4FixWe5FMIfUJe6bGiVT,"Athena - NTEIBINT Remix","Athena (NTEIBINT Remix)","Satin Jackets;Anduze;NTEIBINT",2019-07-05,261908,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско,эйсид-джаз,retro soul","Eskimo Recordings",0.724,0.9,7,-7.698,1,0.0392,0.25,0.0661,0.658,0.638,118.98,4
spotify:track:32HIuQ9t9HFZVjcfPsbozI,"Tilcaradise","Profundo","PAAX (Tulum)",2019-07-02,466159,17,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,трайбал-хаус,даунтемпо","Cosmic Awakenings",0.785,0.548,5,-10.876,0,0.0495,0.213,0.622,0.107,0.203,100.012,4
spotify:track:1GquFmWc09da5OC8TKzJ9f,"Summer of Love","Summer of Love","Fancy Feelings;Lenka",2019-07-19,280106,5,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско","BonFire Records",0.746,0.547,5,-9.598,0,0.0464,0.0196,0.0278,0.117,0.781,102.956,4
spotify:track:6hdJEqlifqd1ZikjQoHSWx,"Mibale","Melt","Lee Burridge;Lost Desert;Junior",2019-07-19,440655,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"organic house,дип-хаус,мелодичный хаус,трайбал-хаус","All Day I Dream",0.766,0.604,8,-12.038,0,0.051,0.00124,0.735,0.0479,0.458,122.017,4
spotify:track:6LejZcxoejRh1emvkIotfc,"Balade fantôme - S3A Remix","Matahari (Remixes)","L'Impératrice;S3A",2019-07-19,309620,12,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"французский инди-поп,французский хаус,французский поп,lo-fi-хаус,диско-хаус,фанки-хаус,ню-диско","microqlima",0.659,0.826,0,-10.416,1,0.0692,0.00753,0.88,0.327,0.817,119.997,4
spotify:track:310kEpMei0QPqykQ3tG0aF,"All I Know","All I Know (Rework & Remixes)","GoldStone;Breakbot;Octave Lissner",2019-07-15,225293,11,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"французский хаус,ню-диско","Wagram Music / 3ème Bureau",0.5,0.664,4,-5.976,0,0.0514,0.29,0.0000107,0.2,0.492,100.081,4
spotify:track:0ZCSTcKuXLvbFFpeCPcy2d,"LEFT BANK","Red Moon","Afterlife;Lenny Ibizarre;James Bright",2019-07-05,507461,1,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж,даунтемпо","Subatomic UK",0.728,0.857,0,-11.631,1,0.0441,0.0321,0.849,0.138,0.619,117.969,4
spotify:track:7tyFR0Bb5sXFNSdwMH2xJ9,"Keep on Rocking","Beach Chillout","Monodeluxe",2015-03-03,259526,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж,джаз-хаус,ню-джаз,эйсид-джаз","Bloodsugar plusquam",0.828,0.677,9,-8.914,0,0.043,0.229,0.0385,0.124,0.668,90,4
spotify:track:4t71CEjjF45wO9b895aHH9,"Cradle","Cradle","Rui Reis Maia",2019-05-03,328000,13,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","organic cloud",0.596,0.571,3,-10.937,0,0.0367,0.662,0.804,0.132,0.0365,114.967,4
spotify:track:2DupB3aJdmKJUL9VmhnXq5,"Teardrop","Teardrop","Luminar",2019-07-11,217611,39,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Luminar",0.484,0.312,11,-7.49,1,0.0255,0.265,0.667,0.116,0.193,133.732,4
spotify:track:6ExZMO2cewPU0MEFvkjQd4,"Riders in the Storm","When I'm Bored I Change Colour (Deluxe)","DJ Disse",2004,442400,32,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"лаундж","Music For Dreams",0.726,0.596,11,-10.589,0,0.0293,0.579,0.692,0.131,0.611,108.603,4
spotify:track:0NK8miGgNdPmBVGnJ7whCN,"Everybody In The Club Crying","Everybody In The Club Crying","Massimo Voci",2019-06-28,241596,7,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"ню-диско,фанки-хаус,диско-хаус","Eskimo Recordings",0.806,0.762,11,-7.677,1,0.0573,0.00682,0.656,0.288,0.792,129.018,4
spotify:track:4C2vliOPlcMPRMfceLqsKh,"Cupa Cupa","Paspatou","Parra for Cuva",2018-11-22,365391,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"даунтемпо","Parra For Cuva",0.783,0.887,4,-7.324,0,0.0404,0.159,0.874,0.416,0.184,115.003,4
spotify:track:6b47ALfSnjzDHARc1J8arK,"Don’t Argue - 12Tree Remix","Don’t Argue","Fete;Lorenzo Dada;12tree",2019-07-05,357931,10,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"","Needwant",0.774,0.38,2,-13.131,1,0.0619,0.000201,0.908,0.266,0.367,116.019,4
spotify:track:25f3GZozwt6U9A2oANJsUJ,"Kalimera","Kalimera","Rodrigo Gallardo",2019-07-22,393500,0,false,31zmfya6neh4bmotd5fuwy7gfpom,2026-03-02T11:00:21Z,"электрокумбия,даунтемпо,organic house,трайбал-хаус","Cafe De Anatolia",0.775,0.382,6,-11.216,1,0.0603,0.138,0.872,0.0846,0.364,101.997,4
